ICAO Aircraft Type Code,IATA Aircraft type Code,Model,Aircraft manufacturer,In Use Indicator (Yes/No),ICAO Airline Code,IATA Airline Code,Number of seats
B752,752,757-200,Boeing,yes,AF,AFR,186
B752,752,757-200,Boeing,yes,R3,SYL,186
B752,752,757-200,Boeing,yes,ET,ETH,186
B752,752,757-200,Boeing,yes,AZ,AZA,186
B752,752,757-200,Boeing,yes,LR,LRC,186
B752,752,757-200,Boeing,,,,186
B752,752,757-200,Boeing,yes,UA,UAL,186
B753,753,757-300,Boeing,yes,CZ,CSN,243
B753,753,757-300,Boeing,yes,IZ,AIZ,243
B753,753,757-300,Boeing,yes,KL,KLM,243
B753,753,757-300,Boeing,,,,243
B753,753,757-300,Boeing,yes,FQ,TCW,243
B753,753,757-300,Boeing,yes,DE,CFG,243
B753,753,757-300,Boeing,,,,243
B753,753,757-300,Boeing,yes,UA,UAL,243
B753,753,757-300,Boeing,yes,CM,CMP,243
B753,753,757-300,Boeing,yes,CO,COA,243
B762,762,767-200,Boeing,,,,216
B762,762,767-200,Boeing,yes,CA,CCA,216
B762,762,767-200,Boeing,yes,AZ,AZA,216
B762,762,767-200,Boeing,,,,216
B762,762,767-200,Boeing,yes,UA,UAL,216
B762,762,767-200,Boeing,yes,LY,ELY,216
B762,762,767-200,Boeing,yes,UM,AZW,216
B762,762,767-200,Boeing,yes,CO,COA,216
B762,762,767-200,Boeing,yes,AA,AAL,216
B762,762,767-200,Boeing,yes,LH,DLH,216
B762,762,767-200,Boeing,,,,216
B763,763,767-300,Boeing,yes,MU,CES,261
B763,763,767-300,Boeing,yes,LO,LOT,261
B763,763,767-300,Boeing,yes,TK,THY,261
B763,763,767-300,Boeing,yes,UX,AEA,261
B763,763,767-300,Boeing,yes,CA,CCA,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,yes,DJ,VOZ,261
B763,763,767-300,Boeing,yes,DE,CFG,261
B763,763,767-300,Boeing,yes,FQ,TCW,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,yes,8B,BCC,261
B763,763,767-300,Boeing,yes,MD,MDG,261
B763,763,767-300,Boeing,yes,VA,VAU,261
B763,763,767-300,Boeing,yes,CO,COA,261
B763,763,767-300,Boeing,yes,AB,BER,261
B763,763,767-300,Boeing,yes,LH,DLH,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,yes,FV,SDM,261
B763,763,767-300,Boeing,yes,HA,HAL,261
B763,763,767-300,Boeing,yes,ZH,CSZ,261
B763,763,767-300,Boeing,yes,HD,ADO,261
B763,763,767-300,Boeing,yes,SA,SAA,261
B763,763,767-300,Boeing,yes,HY,UZB,261
B763,763,767-300,Boeing,yes,MH,MAS,261
B763,763,767-300,Boeing,yes,SK,SAS,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,yes,KL,KLM,261
B763,763,767-300,Boeing,yes,PX,ANG,261
B763,763,767-300,Boeing,yes,BT,BTI,261
B763,763,767-300,Boeing,no,,XMS,261
B763,763,767-300,Boeing,yes,FJ,FJI,261
B763,763,767-300,Boeing,yes,QJ,,261
B763,763,767-300,Boeing,yes,KQ,KQA,261
B763,763,767-300,Boeing,yes,AA,AAL,261
B763,763,767-300,Boeing,yes,AC,ACA,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,yes,8F,STP,261
B763,763,767-300,Boeing,yes,UL,ALK,261
B763,763,767-300,Boeing,yes,NZ,ANZ,261
B763,763,767-300,Boeing,yes,SQ,SIA,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,yes,FM,CSH,261
B763,763,767-300,Boeing,yes,4M,DSM,261
B763,763,767-300,Boeing,yes,SV,SVA,261
B763,763,767-300,Boeing,yes,OS,AUA,261
B763,763,767-300,Boeing,yes,TN,THT,261
B763,763,767-300,Boeing,yes,S7,SBI,261
B763,763,767-300,Boeing,yes,QF,QFA,261
B763,763,767-300,Boeing,yes,SU,AFL,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,yes,IB,IBE,261
B763,763,767-300,Boeing,yes,AT,RAM,261
B763,763,767-300,Boeing,yes,LA,LAN,261
B763,763,767-300,Boeing,yes,LP,LPE,261
B763,763,767-300,Boeing,yes,NH,ANA,261
B763,763,767-300,Boeing,yes,AF,AFR,261
B763,763,767-300,Boeing,yes,JJ,TAM,261
B763,763,767-300,Boeing,yes,LX,SWR,261
B763,763,767-300,Boeing,yes,BD,BMA,261
B763,763,767-300,Boeing,yes,HU,CHH,261
B763,763,767-300,Boeing,yes,TM,,261
B763,763,767-300,Boeing,yes,US,USA,261
B763,763,767-300,Boeing,yes,SN,DAT,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,yes,ET,ETH,261
B763,763,767-300,Boeing,yes,AZ,AZA,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,yes,UA,UAL,261
B763,763,767-300,Boeing,yes,JL,JAL,261
B763,763,767-300,Boeing,yes,UN,TSO,261
B763,763,767-300,Boeing,yes,OR,TFL,261
B763,763,767-300,Boeing,yes,LY,ELY,261
B763,763,767-300,Boeing,,,,261
B763,763,767-300,Boeing,yes,HM,SEY,261
B764,764,767-400,Boeing,yes,AF,AFR,243
B764,764,767-400,Boeing,yes,AZ,AZA,243
B764,764,767-400,Boeing,,,,243
B764,764,767-400,Boeing,yes,UA,UAL,243
B764,764,767-400,Boeing,yes,CO,COA,243
B764,764,767-400,Boeing,yes,LH,DLH,243
B772,772,777-200,Boeing,yes,MU,CES,305
B772,772,777-200,Boeing,yes,TK,THY,305
B772,772,777-200,Boeing,yes,PK,PIA,305
B772,772,777-200,Boeing,yes,BI,RBA,305
B772,772,777-200,Boeing,yes,CA,CCA,305
B772,772,777-200,Boeing,,,,305
B772,772,777-200,Boeing,yes,DJ,VOZ,305
B772,772,777-200,Boeing,yes,UU,REU,305
B772,772,777-200,Boeing,,,,305
B772,772,777-200,Boeing,yes,MD,MDG,305
B772,772,777-200,Boeing,yes,OK,CSA,305
B772,772,777-200,Boeing,,,,305
B772,772,777-200,Boeing,yes,SA,SAA,305
B772,772,777-200,Boeing,yes,SK,SAS,305
B772,772,777-200,Boeing,yes,MH,MAS,305
B772,772,777-200,Boeing,yes,KU,KAC,305
B772,772,777-200,Boeing,yes,DT,DTA,305
B772,772,777-200,Boeing,yes,KL,KLM,305
B772,772,777-200,Boeing,yes,QJ,,305
B772,772,777-200,Boeing,yes,KQ,KQA,305
B772,772,777-200,Boeing,yes,MS,MSR,305
B772,772,777-200,Boeing,yes,AC,ACA,305
B772,772,777-200,Boeing,,,,305
B772,772,777-200,Boeing,yes,UL,ALK,305
B772,772,777-200,Boeing,yes,NZ,ANZ,305
B772,772,777-200,Boeing,yes,SQ,SIA,305
B772,772,777-200,Boeing,yes,SV,SVA,305
B772,772,777-200,Boeing,yes,OS,AUA,305
B772,772,777-200,Boeing,yes,CZ,CSN,305
B772,772,777-200,Boeing,yes,PG,BKP,305
B772,772,777-200,Boeing,yes,QF,QFA,305
B772,772,777-200,Boeing,yes,NH,ANA,305
B772,772,777-200,Boeing,yes,UN,TSO,305
B772,772,777-200,Boeing,yes,AF,AFR,305
B772,772,777-200,Boeing,,,,305
B772,772,777-200,Boeing,yes,AZ,AZA,305
B772,772,777-200,Boeing,,,,305
B772,772,777-200,Boeing,yes,JL,JAL,305
B772,772,777-200,Boeing,yes,EK,UAE,305
B772,772,777-200,Boeing,yes,LY,ELY,305
B773,773,777-300,Boeing,yes,TK,THY,0
B773,773,777-300,Boeing,yes,PK,PIA,0
B773,773,777-300,Boeing,yes,CA,CCA,0
B773,773,777-300,Boeing,,,,0
B773,773,777-300,Boeing,yes,DJ,VOZ,0
B773,773,777-300,Boeing,yes,MK,MAU,0
B773,773,777-300,Boeing,yes,CO,COA,0
B773,773,777-300,Boeing,,,,0
B773,773,777-300,Boeing,yes,MH,MAS,0
B773,773,777-300,Boeing,yes,DT,DTA,0
B773,773,777-300,Boeing,yes,MS,MSR,0
B773,773,777-300,Boeing,yes,KQ,KQA,0
B773,773,777-300,Boeing,yes,AA,AAL,0
B773,773,777-300,Boeing,,,,0
B773,773,777-300,Boeing,yes,NZ,ANZ,0
B773,773,777-300,Boeing,yes,SQ,SIA,0
B773,773,777-300,Boeing,yes,PR,PAL,0
B773,773,777-300,Boeing,yes,CZ,CSN,0
B773,773,777-300,Boeing,yes,NH,ANA,0
B773,773,777-300,Boeing,yes,UN,TSO,0
B773,773,777-300,Boeing,yes,JJ,TAM,0
B773,773,777-300,Boeing,yes,BD,BMA,0
B773,773,777-300,Boeing,,,,0
B773,773,777-300,Boeing,,,,0
B773,773,777-300,Boeing,yes,UA,UAL,0
B773,773,777-300,Boeing,yes,JL,JAL,0
B773,773,777-300,Boeing,yes,EK,UAE,0
B773,773,777-300,Boeing,yes,BG,BBC,0
A140,A40,An-140,Antonow / Antonov,yes,R3,SYL,52
A140,A40,An-140,Antonow / Antonov,yes,XF,VLK,52
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,WB,RWD,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,UP,BHS,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,WP,MKU,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,IE,SOL,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,,,,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,HZ,SOZ,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,CO,COA,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,LH,DLH,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,,,,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,HA,HAL,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,5T,MPE,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,no,RX,AEH,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,PX,ANG,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,OC,,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,,,,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,CY,CYP,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,NY,FXI,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,SG,SEJ,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,QF,QFA,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,NH,ANA,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,US,USA,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,BD,BMA,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,JT,LNI,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,MR,OME,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,ET,ETH,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,OA,OAL,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,,,,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,CG,TOK,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,UA,UAL,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,4H,UBD,86
DH8A,DH8,DHC-8 Dash 8,Bombardier,yes,5H,FFV,86
F100,100,Fokker 100,Fokker,yes,TP,TAP,109
F100,100,Fokker 100,Fokker,yes,IE,SOL,109
F100,100,Fokker 100,Fokker,yes,O6,ONE,109
F100,100,Fokker 100,Fokker,yes,JK,JKK,109
F100,100,Fokker 100,Fokker,yes,DJ,VOZ,109
F100,100,Fokker 100,Fokker,yes,LH,DLH,109
F100,100,Fokker 100,Fokker,,,,109
F100,100,Fokker 100,Fokker,yes,FV,SDM,109
F100,100,Fokker 100,Fokker,yes,V3,KRP,109
F100,100,Fokker 100,Fokker,yes,XR,,109
F100,100,Fokker 100,Fokker,yes,KL,KLM,109
F100,100,Fokker 100,Fokker,yes,PX,ANG,109
F100,100,Fokker 100,Fokker,yes,9H,,109
F100,100,Fokker 100,Fokker,yes,YM,MGX,109
F100,100,Fokker 100,Fokker,,,,109
F100,100,Fokker 100,Fokker,yes,2M,MDV,109
F100,100,Fokker 100,Fokker,yes,OS,AUA,109
F100,100,Fokker 100,Fokker,yes,EY,ETD,109
F100,100,Fokker 100,Fokker,yes,QF,QFA,109
F100,100,Fokker 100,Fokker,yes,IR,IRA,109
F100,100,Fokker 100,Fokker,yes,FB,LZB,109
F100,100,Fokker 100,Fokker,yes,LX,SWR,109
F100,100,Fokker 100,Fokker,yes,BD,BMA,109
F100,100,Fokker 100,Fokker,yes,EP,IRC,109
F100,100,Fokker 100,Fokker,yes,SN,DAT,109
F100,100,Fokker 100,Fokker,yes,2L,OAW,109
F100,100,Fokker 100,Fokker,yes,AZ,AZA,109
I114,I14,Il-114,Iljuschin / Ilyushin,yes,HY,UZB,64
A30B,,A300,Airbus,,,,266
,,AS.57 Ambassador,Airspeed,,,,47
,,An-10,Antonow / Antonov,,,,84
,,247,Boeing,,,,10
,,307 Stratoliner,Boeing,,,,33
,,377 Stratocruiser,Boeing,,,,63
B701,701,707,Boeing,,,,0
B712,712,717,Boeing,,,,106
B720,720,720,Boeing,,,,720
B721,721,727,Boeing,,,,134
B731,731,737-100,Boeing,,,,85
B741,741,747-100,Boeing,,,,366
B742,742,747-200,Boeing,,,,366
,,Br. 763 Provence (761/763/765),Breguet,,,,135
,,CV-540/CV-580/CV-600/CV-640,"Convair, Consolidated Vultee Aircraft Corporation",,,,52
,,CV-880 / CV-990,"Convair, Consolidated Vultee Aircraft Corporation",,,,110
,,Mercure,Dassault,,,,120
,,D.H.106 Comet,de Havilland,,,,0
DC2,,DC-2,Douglas,,,,14
DC7,,DC-7,Douglas,,,,0
DC85,,DC-8,Douglas,,,,259
,,F.II,Fokker,,,,4
,,F.VII & F.VII/3m,Fokker,,,,8
TRIM,,4-AT / 5-AT TriMotor,Ford,,,,17
,,HS 121 Trident,Hawker Siddeley,,,,115
IL18,,Il-18,Iljuschin / Ilyushin,,,,100
IL62,,Il-62,Iljuschin / Ilyushin,,,,195
IL86,,Il-86,Iljuschin / Ilyushin,,,,350
IL96,,Il-96,Iljuschin / Ilyushin,,,,300
YK42,,Jak-42 / Yak-42,Jakowlew / Yakovlev,,,,120
,,18 Lodestar,Lockheed,,,,15
,,L-049 Constellation (L-649/L-749/C-69),Lockheed,,,,51
,,L-188 Electra,Lockheed,,,,99
,,L-1011 TriStar,Lockheed,,,,246
,,L-1049 Super Constellation,Lockheed,,,,62
,,L-1649 Starliner,Lockheed,,,,106
,,4-0-4,Martin,,,,40
DC91,,DC-9,McDonnell Douglas,,,,80
,,DC-10,McDonnell Douglas,,,,255
,,MD-11,McDonnell Douglas,,,,323
MD81,,MD-80,McDonnell Douglas,,,,152
MD90,,MD-90,McDonnell Douglas,,,,153
,,Saab-90 Scandia,Saab,,,,24
SM60,,SM-6000 Tri-Motor (Air Liner),Stinson,,,,10
,,SE.210 Caravelle,Sud-Est (SNCASE) / Sud-Aviation,,,,140
,,Tu-104,Tupolew / Tupolev,,,,70
,,Tu-114 Rossija / Rossiya,Tupolew / Tupolev,,,,120
T134,,Tu-134,Tupolew / Tupolev,,,,95
T154,,Tu-154,Tupolew / Tupolev,,,,180
TU20,,Tu-204 / Tu-214,Tupolew / Tupolev,,,,170
,,Viscount,Vickers,,,,0
,,950 Vanguard,Vickers,,,,126
,,1100 VC10,Vickers,,,,135
,,175 Britannia,Bristol,,,,139
,,Fw 200 Condor,Focke-Wulf,,,,25
,,685 York,AVRO,,,,56
DC3,,DC-3 (C-47),Douglas,,,,28
DC4,,DC-4 (C-54),Douglas,,,,0
DC6,,DC-6 (C-118),Douglas,,,,0
,,Il-12,Iljuschin / Ilyushin,,,,18
IL14,,Il-14,Iljuschin / Ilyushin,,,,24
,,Li-2,Lisunow / Lisunov,,,,14
,,S.O.30 Bretagne,Sud-Ouest / SNCASO,,,,30
JU52,JU5,Ju 52/3m,Junkers,,,,15
,,170 Freighter / Wayfarer,Bristol,,,,0
,,D.H.114 Heron,de Havilland,,,,14
DHA3,,DHA-3 Drover,de Havilland Australia,,,,8
BE32,,Be-32,Berijew / Beriev,,,,17
C402,,401 & 402,Cessna,,,,6
,,12 Electra Junior,Lockheed,,,,6
,,PA-31 Navajo / Chieftain / Mojave,Piper,,,,5
,,F406 Caravan II,Reims-Cessna,,,,12
,,PD.808,Piaggio,,,,0
BE50,,50 Twin Bonanza,Beech / Beechcraft,,,,5
,,65 / 70 / 80 / 88 Queen Air,Beech / Beechcraft,,,,6
,,90 / 100 King Air,Beech / Beechcraft,,,,90
,,(Super) King Air 200,Beech / Beechcraft,,,,7
,,(Super) King Air 300,Beech / Beechcraft,,,,6
,,(Super) King Air 350,Beech / Beechcraft,,,,9
,,2000 Starship,Beech / Beechcraft,,,,9
C303,,T303 Crusader,Cessna,,,,5
C335,,335 / 340,Cessna,,,,5
C414,,414,Cessna,,,,5
C421,,421 Golden Eagle,Cessna,,,,6
C425,,425 Corsair & Conquest I,Cessna,,,,4
C441,,441 Conquest II,Cessna,,,,0
C25B,,525B Citation CJ3,Cessna,,,,8
C560,,560 Citation V (Ultra/Encore),Cessna,,,,0
E400,,EA-400,Extra,,,,5
E500,,EA-500 (EA 400/500),Extra Aircraft,,,,5
,,SA26-T Merlin II,Fairchild-Swearingen,,,,6
,,SA226-T Merlin III,Fairchild-Swearingen,,,,8
,,FA-300 / Commander 700,Fuji / Rockwell,,,,4
G159,,Gulfstream I (Grumman G-159),Grumman / Gulfstream,,,,0
,,P.180 Avanti,Piaggio,,,,9
,,PA-31T Cheyenne,Piper,,,,5
,,PA-42 Cheyenne III,Piper,,,,6
PA46,,PA-46 Malibu,Piper,,,,5
,,PA-60 Aerostar / Aerostar 600,Piper / Ted Smith,,,,4
,,840 / 841 / 842,Potez,,,,0
,,Aero Commander 500/520/560/680/685/720,Rockwell,,,,4
,,Commander 690/695 JetProp,Rockwell / Gulfstream,,,,695
,,BAe 125-800 / Hawker 800,"BAe, British Aerospace / Raytheon / Hawker Beechcraft",,,,8
,,BAe 125-1000 / Hawker 1000,"BAe, British Aerospace / Raytheon / Hawker Beechcraft",,,,15
PRM1,,390 Premier 1,Beech / Beechcraft,,,,6
,,BD-100 Challenger 300,Bombardier,,,,8
,,BD-700 Global Express,Bombardier,,,,0
,,Global 5000,Bombardier,,,,17
CL60,CCJ,CL-600 Challenger,Canadair / Bombardier,,,,18
C500,,500 Citation I,Cessna,,,,6
C525,,525 Citation Jet / Citation CJ1,Cessna,,,,6
C25A,,525A Citation CJ2,Cessna,,,,6
C550,,550 Citation II,Cessna,,,,12
C56X,,560XL Citation Excel,Cessna,,,,0
C650,,650 Citation III & VI,Cessna,,,,6
C650,,650 Citation VII,Cessna,,,,6
C680,,680 Citation Sovereign,Cessna,,,,0
C750,,750 Citation X,Cessna,,,,0
,,Falcon 10 & 100,Dassault,,,,7
,,Falcon 20 & 200,Dassault,,,,12
,,Falcon 50,Dassault,,,,8
,,Falcon 900,Dassault,,,,19
,,Falcon 2000,Dassault,,,,12
FA7X,,Falcon 7X,Dassault,,,,8
E135,,Legacy 600/650,EMBRAER,,,,14
GLF2,,Gulfstream II (Grumman G-1159),Grumman / Gulfstream,,,,10
GLF3,,Gulfstream III (G-1159A),Gulfstream Aerospace,,,,11
GLF4,,Gulfstream IV (G300 / G350 / G400 / G450),Gulfstream Aerospace,,,,12
GLF5,,Gulfstream V (G500 / G550),Gulfstream Aerospace,,,,13
G150,,G150,Gulfstream Aerospace,,,,6
GALX,,G200/G250 / Galaxy,Gulfstream Aerospace / IAI Israel Aircraft Industries,,,,8
,,HS 125,Hawker Siddeley / British Aerospace,,,,0
,,Hawker 4000 (Horizon),Hawker-Beechcraft (Raytheon),,,,8
,,Hawker 400XP / Beechjet 400 / MU-300 Diamond,Hawker-Beechcraft (Raytheon) / Mitsubishi,,,,6
,,HFB 320 Hansa,"HFB, Hamburger Flugzeugbau / MBB",,,,7
,,IAI-1123 / IAI-1124 Westwind,IAI Israel Aircraft Industries,,,,0
,,IAI-1125 Astra / Gulfstream G100,"IAI, Israel Aircraft Industries / Gulfstream Aerospace",,,,9
,,Learjet 23,Learjet,,,,5
,,Learjet 24,Learjet,,,,4
,,Learjet 25,Learjet,,,,5
,,Learjet 31,Learjet,,,,6
,,Learjet 35 / 36,Learjet,,,,0
,,Learjet 45,Learjet,,,,8
,,Learjet 55,Learjet,,,,0
,,Learjet 60,Learjet,,,,0
,,L-1329 JetStar,Lockheed,,,,8
,,SJ30-2,Sino Swearingen,,,,6
SBR1,,T-39 / NA265 Sabreliner,North American / Rockwell,,,,10
A700,,A700,Adam Aircraft,,,,5
C510,,510 Citation Mustang,Cessna,,,,4
,,D-JET,Diamond Aircraft,,,,4
,,Eclipse 500,Eclipse Aviation,,,,4
E50P,,Phenom 100,EMBRAER,,,,4
E55P,,Phenom 300,EMBRAER,,,,6
S76,S76,S-76A (S-76A+ / S-76A++),Sikorsky Aircraft,,,,12
S76,S76,S-76B,Sikorsky Aircraft,,,,12
S76,S76,S-76C (S-76C+ / S-76C++),Sikorsky Aircraft,,,,12
A148,,An-148,Antonow / Antonov,,,,70
,,ATR 42,"ATR, Avions de Transport Regional",,,,46
,,ATR 72,"ATR, Avions de Transport Regional",,,,66
,,Avro 748 / HS 748 / BAe 748,AVRO / Hawker Siddeley / British Aerospace,,,,0
,,One-Eleven (1-11),"BAC, British Aircraft Corporation",,,,0
,,Jetstream 41,"BAe, British Aerospace",,,,0
B461,,BAe 146-100 / AVRO RJ70,"BAe, British Aerospace",,,,70
B462,,BAe 146-200 / AVRO RJ85,"BAe, British Aerospace",,,,85
B463,,BAe 146-300 / AVRO RJ100,"BAe, British Aerospace",,,,100
,,ATP / Jetstream 61,"BAe, British Aerospace (BAE Systems)",,,,0
BE99,,99 Airliner / Commuter,Beech / Beechcraft,,,,15
B190,,1900 (Airliner),Beech / Beechcraft,,,,19
,,BN-2A Mk III Trislander,Britten-Norman,,,,17
CRJ1,,CRJ100 (CL-600-2B19),Canadair / Bombardier,,,,50
CRJ2,,CRJ200 (CL-600-2B19),Canadair / Bombardier,,,,50
CRJ7,,CRJ700 (CL-600-2C10),Canadair / Bombardier,,,,68
CRJ9,,CRJ900 (CL-600-2D24),Canadair / Bombardier,,,,90
D328,,Do 328 / 328-100,Dornier / Fairchild-Dornier,,,,33
J328,,Do 328JET / 328-300,Dornier / Fairchild-Dornier,,,,33
E120,,EMB 120 Brasilia,EMBRAER,,,,30
E135,,EMB 135 / ERJ 135,EMBRAER,,,,37
E135,,EMB 135 / ERJ 140,EMBRAER,,,,0
E145,,EMB 145 / ERJ 145,EMBRAER,,,,50
E170,,170 / ERJ 170-100,EMBRAER,,,,80
E170,,175 / ERJ 170-200,EMBRAER,,,,78
E190,,190 / ERJ 190-100,EMBRAER,,,,98
E190,,195 / ERJ 190-200,EMBRAER,,,,108
,,Metro / Metroliner,Fairchild-Swearingen,,,,19
,,F27 Friendship,Fokker,,,,52
F28,,F28 Fellowship,Fokker,,,,65
,,Fokker 50,Fokker,,,,0
F70,,Fokker 70,Fokker,,,,85
,,H.P.R.7 Herald,Handley Page,,,,56
YK40,,Jak-40 / Yak-40,Jakowlew / Yakovlev,,,,32
,,L-610,LET,,,,40
,,Saab 340,Saab,,,,37
,,Saab 2000,Saab,,,,53
,,Short 360,Short Brothers (Shorts),,,,39
,,Superjet 100 / SSJ100,Suchoi / Suchoj / Sukhoi,,,,98
,,Tu-124,Tupolew / Tupolev,,,,40
T334,,Tu-334,Tupolew / Tupolev,,,,102
,,VFW 614,"VFW, Vereinigte Flugtechnische Werke",,,,44
,,MA60,Xian,,,,52
,,Jetstream 31/32,"Handley Page / Scottish Aviation / BAe, British Aerospace",,,,0
,,D.H.104 Dove,de Havilland,,,,8
E110,,EMB 110 Bandeirante,EMBRAER,,,,18
,,Short 330,Short Brothers (Shorts),,,,30
,,615 VC.1 Viking,Vickers,,,,24
,,DHC-7 Dash 7,de Havilland Canada,,,,50
D228,,Do 228,Dornier,,,,19
,SSC,Concorde,Aerospatiale / BAC,,,,92
T144,,Tu-144,Tupolew / Tupolev,,,,135
,,17 Staggerwing,Beech / Beechcraft,,,,4
C310,,310 / 320,Cessna,,,,4
C404,,404 Titan,Cessna,,,,9
S601,NDC,SN 601 Corvette,Aerospatiale,,,,6
,,MU-2,Mitsubishi,,,,6
,,BN-2 Islander,Britten-Norman,,,,9
,,L-410 Turbolet / L-420,LET,,,,17
A319,319,A319,Airbus,,,,138
A320,320,A320,Airbus,,,,174
A321,321,A321,Airbus,,,,196
,,42-600,ATR,,,,48
,,Q400,Bombardier,,,,78
A332,332,A330-200,Airbus,,,,271
A332,332,A330-200,Airbus,,,,266
A333,333,A330-300,Airbus,,,,317
A320,320,A320,Airbus,,,,174
A321,321,A321,Airbus,,,,212
,,A321LR,Airbus,,,,184
B752,752,757-200,Boeing,,,,177
A332,332,A330-200,Airbus,,,,241
A333,333,A330-300,Airbus,,,,296
A333,333,A330-300,Airbus,,,,301
,,777-300ER,Boeing,,,,402
A320,320,A320,Airbus,,,,140
A320,320,A320,Airbus,,,,158
A321,321,A321,Airbus,,,,170
A321,321,A321,Airbus,,,,183
A321,321,A321,Airbus,,,,183
B738,738,737-800,Boeing,,,,158
,,Superjet,Sukhoi,,,,87
A332,332,A330-200,Airbus,,,,272
A343,343,A340-300,Airbus,,,,280
B737,737,737-700,Boeing,,,,128
B738,738,737-800,Boeing,,,,170
,,787-9,Boeing,,,,274
B737,737,737-700,Boeing,,,,124
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,,,,186
,,170,Embraer,,,,76
,,190,Embraer,,,,99
,,190,Embraer,,,,98
A320,320,A320,Airbus,,,,174
A321,321,A321,Airbus,,,,216
,,A320-200,Airbus,,,,180
,,767-300ER,Boeing,,,,223
,,A320-200,Airbus,,,,148
,,A320neo,Airbus,,,,148
,,A321-200,Airbus,,,,180
,,A321neo,Airbus,,,,175
B752,752,757-200,Boeing,,,,166
,,E-190,Embraer,,,,97
,,E-190-E2,Embraer,,,,108
,,777-300ER,Boeing,,,,438
,,787-8,Boeing,,,,262
B738,738,737-800,Boeing,,,,162
,,72-500,ATR,,,,64
A333,333,A330-300,Airbus,,,,292
A333,333,A330-300,Airbus,,,,285
,,767-300ER,Boeing,,,,211
,,777-200LR,Boeing,,,,300
,,777-300ER,Boeing,,,,400
,,777-300ER,Boeing,,,,450
,,787-8,Boeing,,,,255
,,787-9,Boeing,,,,298
,,-,rouge,,,,279
,,A220-300,Airbus,,,,137
,,A319-100,Airbus,,,,120
,,A320-200,Airbus,,,,146
,,A321-200,Airbus,,,,183
,,A321-200,Airbus,,,,185
,,A321-200,Airbus,,,,190
,,737,Boeing,,,,169
,,-,rouge,,,,136
,,-,rouge,,,,162
,,-,rouge,,,,200
,,Havilland,de,,,,37
,,Havilland,de,,,,50
A332,332,A330-200,Airbus,,,,303
A332,332,A330-200,Airbus,,,,318
A333,333,A330-300,Airbus,,,,354
A333,333,A330-300,Airbus,,,,378
,,A350-900,Airbus,,,,389
,,72-500,ATR,,,,70
,,72-600,ATR,,,,74
A332,332,A330-200,Airbus,,,,237
A332,332,A330-200,Airbus,,,,284
A333,333,A330-300,Airbus,,,,301
,,A350-900,Airbus,,,,312
B744,744,747-400,Boeing,,,,344
,,747-8,Boeing,,,,365
B772,772,777-200,Boeing,,,,310
,,777-300ER,Boeing,,,,311
,,787-9,Boeing,,,,293
A319,319,A319,Airbus,,,,128
A320,320,A320,Airbus,,,,158
A321,321,A321,Airbus,,,,185
A321,321,A321,Airbus,,,,177
